Tweet ID,Tweet Date,Media Name,Media Origin,Teaser Text,Tag Value
1275519642317074443,23-06-2020,El Mundo,España,"Terremoto en México: un temblor de magnitud 7,5 causa al menos siete muertos en plena pandemia. El gobernador de Oaxaca confirma dos muertos",No
1140005698987810816,15-06-2019,BBC,Inglaterra,"Copa América Brasil 2019: Colombia dobla con contundencia a Argentina, mientras Perú empata con Venezuela en la Copa América. Copa América Brasil 2019: Perú empata sin goles con Venezuela, con el portero Faríñez y el VAR como claves para el empate",No
1241314653130633216,21-03-2020,El Mundo,España,"Coronavirus: la bandera de España ilumina el edificio más alto del mundo, el Burj Khalifa de Dubai. El acto rinde tributo al personal sanitario español. Las proyecciones en la torre cuestan entre entre 70.000 y 100.000 dólares. Ya lució la rojigualda el Día de la Hispanidad. #coronavirus",No
1273902799819071489,19-06-2020,El Mundo,España,"Comerciantes del Rastro acusan al Ayuntamiento de ""falta de colaboración"" para reabrir el mercadillo
https://t.co/icmQ9ZTL2e",No
1244248945477345284,29-03-2020,El País Madrid,España,"Rutte, el más duro de los ‘halcones’ Holanda ha estado al frente de varios bloqueos en el seno de la UE, casi siempre por cuestiones económicas",No
1289896478375256064,02-08-2020,El País Madrid,España,"Por qué las “mujeres jodidas” de Charlize Theron la convirtieron en la última gran estrella de Hollywood
https://t.co/60mJEXxcIX",Clickbait
1281503174843670530,10-07-2020,El País Madrid,España,"El Gobierno y la Casa Real abordan el futuro de Juan Carlos I tras la crisis. Pedro Sánchez ha resucitado este jueves la propuesta de reformar la Constitución para eliminar la inviolabilidad del jefe del Estado

https://t.co/cUB2al1aYm",No
1268122957336973312,03-06-2020,El Mundo,España,"Madrid sufrirá un trasvase de entre el 10 y el 13% del transporte público al coche tras la crisis de la Covid
https://t.co/AEoxGXgwGc",No
1282365576158093317,12-07-2020,El Mundo,España,"Raúl García es la gasolina del Athletic. Dos goles de Raúl García al Levante mantienen al Athletic vivo en la pelea por Europa
https://t.co/w59tEBnry1",No
1303156365087576064,08-09-2020,El Comercio,Ecuador,"Anderson David Salazar, de 16 años, permanece desaparecido desde el pasado 5 de septiembre de 2020. #ATENCIÓN | Anderson David Salazar, de 16 años, está desaparecido desde el 5 de septiembre del 2020 »",No
1292165656608153607,08-08-2020,El País Madrid,España,"Pirlo sustituye a Sarri, despedido por la Juventus 12 horas después de caer en Champions. El equipo italiano, eliminado por el Lyon, apuesta por el excentrocampista, que se estrena en los banquillos. Informa @Lafolhaseca",No
1225012508542623745,05-02-2020,El Mundo,España,"José Luis Cuerda, sin subterfugios. La guionista @virginiayr, discípula y amiga de José Luis Cuerda, recuerda al maestro:

https://t.co/IrfgEsYbOC",No
1301673134593052674,04-09-2020,El Comercio,Ecuador,"Andrés Arauz dice que se ingresarán recursos a la casación del caso sobornos para que Rafael Correa mantenga sus aspiraciones electorales
https://t.co/z9qwNnl7JB",No
1245677230421872640,02-04-2020,El Mundo,España,"La Policía Municipal descubre un bar abierto en La Cañada que escondía una plantación de marihuana
https://t.co/ue2BThNqsr",No
1240570700139835392,19-03-2020,El Mundo,España,"Día 56 de aislamiento en Wuhan: cero contagios de coronavirus. Casi tres meses después, empiezan a volver a sus casas los más de 42.000 médicos que se desplazaron a Wuhan,  epicentro de la epidemia, para aliviar lo que en enero era un sistema sanitario colapsado

https://t.co/jG9rCCgUGy",No
1239543116388085760,16-03-2020,El Mundo,España,"Los resultados de la primera vuelta en Francia, en cuarentena. Macron va a dirigirse a la nación esta. Podría suspender la segunda vuelta de las municipales, lo que anularía la primera, celebrada ayer con récord de abstención. 

https://t.co/SfT8W4oGYh",No
1300977150644957184,02-09-2020,El Comercio,Ecuador,Barcelona goleó al Aucas y sigue en la lucha por ganar la primera etapa. #LigaPro | Barcelona se recupera en el campeonato y propicia una goleada al Aucas en el Monumental »,No
1283046630476914688,14-07-2020,El País Madrid,España,"El VAR decide jibarizar el fútbol. #OPINIÓN | ""El VAR ha transformado el fútbol en un juego donde prevalecen el milímetro, el miligramo y el frame televisivo. Al jugador se le convierte en un muñeco de futbolín, sin brazos, rígido y atado"". Por Santiago Segurola",No
1302250133216784386,05-09-2020,El País Madrid,España,"Investigadores, negacionistas, antivacunas y vendedores de humo... El quién es quién del coronavirus. Durante estos meses de pandemia se ha disparado el número de grupos “anticiencia” y han aflorado negacionistas del SARS-CoV2, conspiranoicos, antivacunas y vendedores de tratamientos ineficaces y peligrosos. Les ponemos cara",Clickbait
1265209432956456961,26-05-2020,El Mundo,España,"Armstrong cuenta su verdad: del maltrato de su padrastro a la ""fe ciega"" en el doctor Ferrari",No
1270699411820220416,10-06-2020,El Mundo,España,No hay dinero ni para crispar,No
1057235959035715584,30-10-2018,BBC,Inglaterra,"Récord de Klay Thompson en la NBA: 14 triples en 27 minutos, la fantásticoa marca del jugador de Golden State Warriors",No
1301860061040517121,04-09-2020,El País Madrid,España,"Lisa Campbell, primera mujer al frente de la Agencia Espacial  Canadiense. .@lisacampbellvac, la politóloga, abogada y funcionaria pública tomará el mando de la @csa_asc, fundada en 1989. Por @porrasferreyra",No
1301490129660329989,03-09-2020,El País Madrid,España,La Marina mexicana intercepta casi tres toneladas de cocaína en el Caribe. La @SEMAR_mx ha difundido un video en el que se aprecia un operativo para detener a una embarcación con 2.960 kilogramos de cocaína en el Caribe mexicano. Tres personas han sido detenidas,No
1268129364354441218,03-06-2020,El País Madrid,España,Este accesorio de pelo hace que llevar mascarilla a diario sea mucho más cómodo,Clickbait
1305317359998046209,14-09-2020,BBC,Inglaterra,"""Un Chernóbil en cámara lenta en el fondo del mar"": la titánica tarea de reflotar submarinos soviéticos con material radioactivo del mar de Barents. Según un estudio, hay 18.000 objetos radiactivos en el océano Ártico, entre los que se encuentran 19 buques y 14 reactores.
https://t.co/hbVtCsgdp9",No
1268538200617824256,04-06-2020,El Mundo,España,"Celaá plantea separar los espacios por edades en los colegios para ""perimetrar"" posibles brotes de  Covid-19",No
