Tabaré Vázquez anunció ayer en Melo que en los próximos días el gobierno llamará a licitación para profundizar los estudios sísmicos de el mar territorial uruguayo para determinar la viabilidad de realizar prospecciones de gas natural,Tabaré Vázquez,Neu,,,
"Según Tabaré Vázquez , el programa de el FA era como la Biblia ; a esta altura con seis años de gobierno a el programa lo han hecho trizas",Tabaré Vázquez,Neg,,,
"Tabaré Vázquez expresó hoy que "" la Constitución no me permite tener encuentros político partidarios """,Tabaré Vázquez,Neu,,,
"Tabaré Vázquez anunció hoy que se ampliará el alcance de el Plan Ceibal con la distribución de computadoras a el primer y segundo año de los liceos de el interior , y el primer año de los liceos de Montevideo",Tabaré Vázquez,Pos,,,
Tabaré Vázquez no está de acuerdo con la reelección,Tabaré Vázquez,Neg,,,
Tabaré Vázquez planteó en Asunción la necesidad de que haya una reforma institucional de el Mercosur para que el mismo se fortalezca en todos los ámbitos,Tabaré Vázquez,Neu,Pos,,
Tabaré Aguerre dijo ayer en conferencia de prensa que la defensa de la soberanía alimentaria justifica la declaración,Tabaré Aguerre,Pos,,,
Tabaré Vázquez estimó anoche que a mediados de la semana próxima se firmará el acuerdo con los partidos tradicionales y el Partido Independiente,Tabaré Vázquez,Pos,Pos,Neu,
""" Creo que era clamor popular que buscáramos caminos para distender las algo tensas relaciones entre nuestros dos países hermanos , que vienen desde largo tiempo atrás y que van a seguir en el futuro , inevitablemente "" , dijo Tabaré Vázquez",Tabaré Vázquez,Pos,,,
Tabaré Vázquez apoya los proyectos celulósicos,Tabaré Vázquez,Pos,,,
"Tabaré Aguerre dijo ayer que la mayor tributación para las tierras de más de 2.0 hectáreas es un "" complemento "" y no un cambio de política",Tabaré Aguerre,Neu,,,
Tabaré Aguerre dijo que la posibilidad de revertir el problema está en el ingreso de los cítricos a EE.UU. en 2012,Tabaré Aguerre,Neu,,,
""" Cambia el evento pero la sustancia es la misma "" , dice Tabaré Cardozo",Tabaré Cardozo,Neu,,,
"Tabaré Vázquez sostuvo ayer que los mandatarios Luiz Inacio Lula Da Silva , de Brasil , y Néstor Kirchner , de Argentina , marcan cambios políticos "" extremadamente saludables para la región """,Tabaré Vázquez,Pos,,,
Tabaré Vázquez anunció la aplicación de 97 medidas para desarrollar el país productivo,Tabaré Vázquez,Pos,,,
Tabaré Aguerre dijo ayer a El País que no fue consultado sobre los cambios tributarios que planea hacer el gobierno,Tabaré Aguerre,Neu,,,
"Tabaré Aguerre expresó que "" no creo que el Poder Ejecutivo tenga que decir le a los privados cómo hacer un negocio , porque la confianza no se construye por decreto """,Tabaré Aguerre,Neg,,,
""" Tenemos la ganadería más competitiva de el mundo en términos globales , los mejores , precios , trazabilidad , el mejor mercado , el ganado más caro de el mundo . Ese es el camino , el futuro , la oportunidad "" , dijo Tabaré Aguerre",Tabaré Aguerre,Pos,,,
Tabaré Aguerre dijo que los uruguayos se deben una discusión sobre el tema megaminería que se base en información transparente,Tabaré Aguerre,Neu,,,
""" Tabaré Vázquez dijo : ansío que Danilo sea el ministro . Pero también aclaró que no se estaba trabajando ni armando nada . Por lo tanto , es una aspiración como tantas otras , como también mencionó el caso de Eduardo Bonomi , como ministro de el Interior "" , precisó Fernández",Tabaré Vázquez,Pos,,,
Tabaré Vázquez aceptó ser candidato a la Presidencia,Tabaré Vázquez,Neu,,,
Tabaré Vázquez la sostuvo en su cargo para aportar nada más que exhibicionismo,Tabaré Vázquez,Neg,,,
Tabaré Vázquez anunció que las Naciones Unidas le piden su asesoramiento para estudiar el problema de la seguridad ciudadana en América Latina,Tabaré Vázquez,Pos,Neu,Pos,
""" Sí , hay otra etapa "" , señala Tabaré Rivero",Tabaré Rivero,Neu,,,
Tabaré Vázquez también apoyó asociación de las empresas públicas Ancap,Tabaré Vázquez,Pos,,,
""" El Frente Amplio no es la Intendencia y yo no soy el Intendente "" , dijo el Dr. Tabar",el Dr. Tabar,Neu,,,
"Tabaré Aguerre dijo ayer a El País que recomendó "" que no se autorice el uso en Uruguay "" de la somatotropina , una hormona que estimula la producción de leche en las vacas , que se conoce como lactotropina",Tabaré Aguerre,Neg,,,
Tabaré Aguerre anunció que el Poder Ejecutivo declaró la emergencia agropecuaria para el Norte de el país por los efectos de la sequía,Tabaré Aguerre,Neg,,,
Tabaré Vázquez anunció que la residencia presidencial en Punta de el Este sería usada como colonia de vacaciones de,Tabaré Vázquez,Neu,,,
""" Si el precio que tenemos que pagar ( por no reprimir el ambulantismo ) es que se nos acuse de no cumplir con la Constitución estamos dispuestos a pagar . Y si alguna vez Artigas se fue con su pueblo en un éxodo , y el tener que adoptar una actitud de este tipo nos obliga a ir nos , nos vamos "" , dijo Tabaré Vázquez",Tabaré Vázquez,Neg,,,
""" El próximo gobierno progresista tiene que apreciar se como una etapa dentro de un proyecto de cambio . Es necesario tener claro que no se trata de limar las aristas más negativas de el modelo liberal , como tampoco que aspiramos a poner en marcha un programa de revolución social . Se trata de avanzar en la dirección de un modelo de desarrollo que permita ir compatibilizando sus componentes fundamentales , es decir : crecimiento , distribución de la riqueza con justicia social , soberanía nacional y regional , realización integral de mujeres y hombres , libertad y la más amplia participación política "" , dijo Tabaré Vázquez",Tabaré Vázquez,Pos,,,
Tabaré Aguerre confirmó que se concluyeron todas las reuniones de negociación con el Banco Interamericano de Desarrollo y el Banco Mundial para negociar los proyectos de endeudamiento externo,Tabaré Aguerre,Pos,Neu,Pos,
""" Botnia no se mueve "" , dijo Tabaré Vázquez",Tabaré Vázquez,Neu,,,
""" Yo era un hombre grande ingenuo que pensaba que el rock era una filosofía de vida , una obra combatiente no sólo en el sentido político , sino contra la gran estupidez y el gran anquilosamiento de ideas "" , cuenta Tabaré Rivero",Tabaré Rivero,Pos,Neg,Neu,
""" Torres García se murió "" , dice Gustavo Tabares",Gustavo Tabares,Neg,,,
Tabaré Vázquez coincidió con la visión de la ministra Tourné,Tabaré Vázquez,Pos,,,
"Para Tabaré Vázquez "" es imposible concebir un Sistema Nacional Integrado de Salud , sin un Sistema Nacional Integrado de Emergencias """,Tabaré Vázquez,Neu,,,
"afirma que el gran desafío de su fuerza política es "" convencer a la mayor parte de la población en que la esperanza tiene que sustituir a el temor y a el miedo a el cambio . En el Uruguay va a haber un gobierno de cambio , pero no de demolición , como lo dijo Tabaré Vázquez ... """,Tabaré Vázquez,Pos,,,
"Tabaré Vázquez le dijo a los uruguayos que había que derogar la ley de Ancap y que él tenía un proyecto que era mejor , un proyecto alternativo que a el otro día de el referéndum lo iba a presentar",Tabaré Vázquez,Pos,,,
Tabaré Vázquez asegura que cumplirá con los organismos internacionales,Tabaré Vázquez,Pos,,,
Tabaré Vázquez dijo que es imperioso buscar las causas de la inseguridad ciudadana existente en el país,Tabaré Vázquez,Neg,,,
""" En un país donde el 70 % de su exportación es agropecuaria y donde se hace el 98 % de la producción a la intemperie , ¡ vaya si debe ser una estrategia-país , vaya si tenemos que construir políticas públicas en asociación con los privados para mejorar mecanismos que nos permitan enfrentar mejor la vulnerabilidad que nuestros sistemas productivos tienen frente a un cambio climático ! "" , dijo Tabaré Aguerre",Tabaré Aguerre,Neu,Neu,Neg,
Tabaré Vázquez anunció que una comisión mixta comenzará a buscar un acuerdo comercial con Estados Unidos,Tabaré Vázquez,Neu,Neu,Pos,
"Tabaré Vázquez aseguró el lunes que no ve posibilidad de diálogo con su par argentino Néstor Kirchner , respecto a la crisis de las plantas de celulosa",Tabaré Vázquez,Neg,,,
"Tabaré Vázquez afirmó : "" Es cierto que existe un imperio que de alguna manera quiera extender se , mas sin embargo debemos reconocer que en Latinoamérica fuimos incapaces de elaborar un proyecto que defendiera nuestras riquezas y calidad de vida """,Tabaré Vázquez,Neg,,,
Tabaré Vázquez anunció hoy que se reunirá con presidentes de la región para analizar la construcción de un gasoducto sudamericano,Tabaré Vázquez,Neu,,,
"Tabaré Vázquez afirmó públicamente que Uruguay apoya el ingreso de México """,Tabaré Vázquez,Pos,,,
"Tabaré Vázquez dijo que "" ni en la intimidad "" ha pensado en la reelección",Tabaré Vázquez,Neg,Neu,,
"En cuanto a valores de el grano , Tabaré Aguerre indicó que , en forma lenta pero sostenida , los precios fueron mejorando a lo largo de el año",Tabaré Aguerre,Pos,,,
"Tabaré Aguerre sostuvo que en el Estado hay una "" lógica perversa """,Tabaré Aguerre,Neg,,,
"Tabaré Vázquez respondió que se trataba de "" temas complejos "" que por tanto "" requieren de un tratamiento no frívolo , sino serio y responsable """,Tabaré Vázquez,Neu,,,
"Tabaré Vázquez volvió a reclamar el lunes a los senadores que encabezan las listas de el Encuentro Progresista-Frente Amplio , que "" unifiquen "" el discurso para que la coalición no muestre contradicciones",Tabaré Vázquez,Neg,Neg,Neu,
""" Yo esto lo apoyo . El rol de estos sistemas está llamado a tener un lugar en el país agrointeligente "" , dijo Tabaré Aguerre",Tabaré Aguerre,Pos,,,
Tabaré Vázquez volvió a defender a el gobierno,Tabaré Vázquez,Pos,,,
Tabaré Vázquez defendió los proyectos,Tabaré Vázquez,Pos,,,
"Con respecto al diferendo con Argentina por la instalación de la pastera y tras el fallo de La Haya , Mujica dijo que "" eso se tiene que resolver "" . "" Pero no quisiera que se resuelva apresuradamente . Hay cosas menos sonoras , pero más importantes para el trabajo de la gente , como Martín García , la navegabilidad , la energía de el gas y otra serie de acuerdos """,Mujica,Neu,,,
"Mujica anunció reiteradamente que dejaría el manejo de la política económica en manos de Astori , para continuar la línea que el actual vicepresidente condujo como ministro de Economía durante la administración Vázquez",Mujica,Neu,,,
Mujica recordó que durante el gobierno pasado peleó para solucionar el endeudamiento rural,Mujica,Pos,,,
"Mujica explica : "" Sin perjuicio de que la Ley de Caducidad ( ? ) ha sido aprobada en un régimen democrático y ratificada por la ciudadanía en dos oportunidades , ello no ha legitimado el proceder de la República Oriental de el Uruguay ante el Derecho Internacional de los Derechos Humanos """,Mujica,Neg,,,
""" el único lugar de la tierra en el que uruguayos no se sienten extranjeros , sino que son parte de lo mismo "" , dijo Mujica",Mujica,Pos,Neu,Pos,
""" No podemos perder este partido ; nunca hemos estado tan cerca "" , dijo Mujica",Mujica,Pos,,,
"Mujica también señaló tener un muy buen concepto de Roselli a quien conoce "" menos """,Mujica,Pos,,,
Mujica le dijo que eran cosas de el momento,Mujica,Neu,,,
Mujica creyó haber cumplido con esa tradición a el haber dialogado con Daniel Olesker ( ministro socialista de Desarrollo Social ) y Roberto Conde ( exvicecanciller y ahora senador socialista ),Mujica,Pos,,,
Mujica aseguró ese día que no tenía pruebas para investigar la denuncia de coimas,Mujica,Neg,,,
"Mujica anunció que analizaba presentar una "" iniciativa penal "" contra los legisladores que denunciaron las coimas",Mujica,Neg,,,
""" Pero antes que nada necesitamos empezar a creer en nosotros mismos , comprometer nos , no ser indiferentes "" , destacó Mujica",Mujica,Pos,,,
"Mujica planteó a sus pares que la delegación de Unasur proponga a la oposición que se le permita a el presidente paraguayo terminar su mandato en el plazo establecido , dentro de nueve meses",Mujica,Pos,Neu,,
"Mujica dijo que el juicio político "" tiene vicios de acuerdo político de la oposición en contra de Lugo """,Mujica,Neg,,,
Un juicio que preocupa a Mujica,a Mujica,Neg,,,
"Mujica señaló : "" son un cliente importantísimo para las carnes uruguayas que encima hay que poner le el interés de los carniceros",Mujica,Pos,,,
"Mujica expresó que en 2013 "" se faenaron 100.0 vacas menos """,Mujica,Neg,Neu,,
"Mujica aclaró que "" algunas gremiales de los frigoríficos hicieron un análisis planta por planta "" llegando a la conclusión de que las mismas "" habían acordado con ofertas ganaderas "" y que en contrapartida "" la existencia de una buena primavera "" llevo a los grandes ganaderos a "" ofrecer una oferta menor "" como resultado de que "" había comida """,Mujica,Pos,,,
"Mujica dijo que esta "" es una situación peligrosa para el Uruguay "" . "" Estamos de acuerdo que cuanto más podamos diversificar y tener más repartida nuestra presencia , menos peligros tendremos que soportar """,Mujica,Neg,,,
"Mujica señaló que de todas formas ha habido lluvias que "" tiñen de verde "" los campos y que este fenómeno es "" positivo para todos . A los que tienen ganado y a los que solo tienen tienen esperanza porque las vaquitas son ajenas """,Mujica,Pos,,,
"Mujica dijo que esta actividad está unida a otras como el transporte , la producción de raciones , vacunas y herramientas agrícolas",Mujica,Neu,,,
"Para Mujica "" es razonable que una industria que , por competencia y otros factores , tuviera sus márgenes comprometidos intente recomponer los "" , pero sin que termine operando en contra de el conjunto de la cadena",Mujica,Neg,,,
""" No pude , fracasé porque no pude convencer a buena parte de mis compañeros . Esto no se lo voy a achacar a la oposición . Es de las cosas que más duelen , cuando no te podés comunicar con los tuyos "" , señaló Mujica",Mujica,Neg,,,
"Mujica señaló que ese concepto es el "" abc "" y que no es "" ninguna novedad """,Mujica,Neg,,,
""" Bordaberry sabe bien que no tengo precio . Ese pichón de Hereford sin guampas lo único que puede hacer es insultar para que se den cuenta que existe "" , dijo Mujica",Mujica,Neg,,,
""" A el centro se llega por varias formas , por varias líneas de ómnibus . Está el 125 , el 126 ? yo tengo las mías y Astori tiene las suyas "" , comentó Mujica",Mujica,Neu,,,
""" Quienes conozcan la ciudad de Minas saben que hace muchos años , a pocos kilómetros de el centro de la ciudad hay dos minas a cielo abierto donde se extrae piedra para la fabricación de cemento y están trabajando , algunas , hace más de 40 años . Hay colonias de vacaciones . Hay áreas agrícolas . Hay montes forestales . Está la fuente Salus que todos conocemos . Tenemos una demostración clara que es posible convivir "" , agregó Mujica",Mujica,Pos,,,
Mujica manifestó que hay fenómenos que no se atendieron como es el caso de los agujeros que rodean a La Paz y Las Piedras,Mujica,Neg,,,
"Mujica quiere satisfacer a todos , incluso a los que no son frenteamplistas",Mujica,Pos,,,
""" Es muy importante , pero ahora hay que bajar la a tierra . Voy a tener que negociar cuando llegue a Montevideo "" , señaló Mujica",Mujica,Neu,,,
""" Para enfrentar la incertidumbre ( Uruguay necesita ) unidad básica nacional , que es respeto y consideración entre nosotros ( ? ) que no significa que no podamos equivocar nos , que no significa que todos tengamos que pensar lo mismo . Pero que sí significa la obligación mínima de escuchar nos y de escuchar nos con buena fe "" , dijo Mujica",Mujica,Pos,,,
"Para Mujica la educación es un tema clave porque "" va a pautar los años venideros """,Mujica,Pos,,,
Mujica aseguró a el semanario Búsqueda que convocará a una cumbre con líderes de la oposición para propiciar acuerdos en temas claves,Mujica,Pos,Neu,Pos,
""" Tenemos que diversificar nuestro comercio exterior en el que se siente una presencia cada vez más fuerte de el mercado asiático "" , dijo Mujica",Mujica,Neu,,,
""" Este país tiene probablemente los mayores conocimientos veterinarios de el mundo y los países de Mercosur tiene el hato más grande de la tierra "" , dijo Mujica",Mujica,Pos,,,
""" Durante ese tiempo , hubo países de Europa , como Noruega , Suecia y Alemania , que abrieron las puertas a los perseguidos . Uno no debe olvidar se de esa cosas , si vinimos aquí , fue entre otras cosas para decir gracias "" , dijo Mujica",Mujica,Pos,,,
""" La crisis no nos va a sorprender mirando la Luna "" , dijo Mujica",Mujica,Pos,,,
""" Hay cosas que también son el resultado de cambios mundiales , nosotros no tenemos la culpa de que a los chinos se les haya ocurrido empezar a comer carne "" , dijo Mujica",Mujica,Neu,,,
Mujica subrayó que la lucha por la igualdad es un proyecto de varias generaciones,Mujica,Neu,,,
"Mujica manifestó su disposición de realizar "" cambios en las autoridades de la enseñanza "" para favorecer las reformas",Mujica,Pos,,,
""" Si tengo un trancazo institucional tengo que cambiar . No me queda otra "" , dijo Mujica",Mujica,Neu,Neg,Neu,
"Según Mujica , entre las autoridades de la educación existe un "" un problema de relaciones """,Mujica,Neg,,,
""" Es un problema difícil . Pero hay cosas que son básicas . La educación la tenemos que llevar adelante con los maestros y profesores que tenemos , no con los que soñamos sino con los que tenemos . Con los que están tenemos que encontrar una forma de que funcione porque si no , no sé quién va a dar clase "" , agregó Mujica",Mujica,Neg,,,
"Mujica dijo luego que "" le señalamos a Brasil que nuestro interés inicial es , en gran medida , acompañar desde el primer momento la propuesta de Brasil , porque es obvio que para la comunidad económica europea lo más importante a considerar desde este lado de América es el mercado brasileño """,Mujica,Pos,,,
"Mujica dice que a Barack Obama "" lo tienen atado "" A una semana de reunir se con su homólogo Barack Obama en Washington",Mujica,Neg,,,
Mujica destacó que el desempleo disminuyó significativamente,Mujica,Pos,,,
"Mujica destacó que "" hay confianza en el porvenir económico de el Uruguay "" y que "" el Uruguay tiene una visión desde el exterior tal vez hasta mejor que lo que vemos nosotros """,Mujica,Pos,,,
"Mujica dijo que la matrícula en UTU y Universidades se ha volcado hacia las carreras de ciencia lo que muestra que "" el pueblo uruguayo por instinto por su rumbo nos está marcando la línea "" de hacia donde debe ir el país",Mujica,Pos,Neu,,
""" Es en ese ayer lejano que olvidamos cuando los bancos quebraban y embrollaban a sus depositantes y es en ese ayer lejano que tratamos de olvidar cuando con créditos en dólares la gente se encontraba con cuentas que de un día a el otro se habían más que duplicado . Y ese en ese ayer lejano que muchísima gente peleaba por su casa , por su vivienda , hipotecada , por su campito y muchos , muchos tuvieron que abandonar los suyo con deudas impagables "" , dijo Mujica",Mujica,Neg,,,
"Según Mujica "" miles de muchachitos de los barrios pobres salieron a chirolear como fuera para sobrevivir "" lo que derivó en que "" creció súbitamente el tráfico de drogas , la violencia y entramos en crisis de seguridad """,Mujica,Neg,,,
"Mujica dijo que en la cabeza de los uruguayos "" hay varios Artigas : uno de bronce , un Artigas civilista cuando las instituciones se fueron afirmando , otro que es el Artigas federal , el más moderno , el de la integración , y otro , más hondo , escondido , profundo , el que cruzó el río y después entregó las últimas onzas que le quedaban a un paisano para que las llevara a los presos en Río de Janeiro . Es el Artigas de los pobres . Cada cual , según le llegue la cincha , ve a uno o ve a el otro """,Mujica,Neu,,,
"Mujica indicó que la "" primera conquista "" de los trabajadores debería ser que "" los hombres no le peguen a las mujeres """,Mujica,Neu,Neu,Pos,
Mujica dijo que Obama no le había hecho exigencias sobre las condiciones en que Uruguay recibiría a los presos,Mujica,Pos,,,
Mujica respaldó la candidatura de Sendic,Mujica,Pos,,,
"Para Mujica , es el "" hiperconsumo "" el que esta agrediendo a el planeta",Mujica,Neg,,,
Mujica dijo a el diario La República que la planta permitirá solucionar los problemas energéticos de el país,Mujica,Pos,,,
"Respecto a regasificadora , Mujica dijo que es una obra que deberá concretar se "" a la brevedad """,Mujica,Neu,,,
Mujica agregó que en los últimos años la formación técnica fue perdiendo reconocimiento frente a la educación humanística como herramienta posible para la educación integral,Mujica,Neg,,,
""" Sé que la mujer por la matrícula universitaria dentro de poco nos pasa por arriba y bienvenido . Porque en definitiva labura más y tiene más mérito "" , sostuvo Mujica",Mujica,Pos,,,
"Mujica dijo que históricamente la UTU ha sido "" la Cenicienta "" de el sistema educativo",Mujica,Neg,,,
"Ahora busca por ejemplo hacer un esfuerzo para mitigar los perjuicios a los sectores más afectados , dijo Mujica",Mujica,Pos,,,
"Mujica considera que a el menos hasta abril las medidas proteccionistas argentinas van a ser "" muy fuertes """,Mujica,Neg,Neu,Neg,
""" Ellos no tienen crisis económica , tienen crisis fiscal ( ... ) porque están pagando las consecuencias todavía de el 2002 . Se quedaron sin crédito en el mundo y eso es grave para un Estado . Le da una angustia en la caja y en la medida que se le estaba yendo mucho capital ha tomado un conjunto de medidas heterodoxas que no sé qué resultado tendrán a el final , pero mortifican bastante "" , sostuvo Mujica",Mujica,Neg,,,
""" Es para ayudar a paliar a los más castigados ; no va a solucionar el problema , pero va a ayudar a mitigar "" , dijo Mujica",Mujica,Pos,,,
""" María Claudia García y su familia tiene el derecho que obliga éticamente a el Estado a el reconocimiento asunción de responsabilidad y reparación por los actos que padecieron . A tales efectos hemos avanzado a la sentencia dispuesta , removiendo obstáculos jurídicos que impedían investigación , y adoptando medidas para impulsar la "" , dijo Mujica",Mujica,Pos,,,
"Mujica también criticó que se tienda a pensar que "" todos los enfermeros de Uruguay están enfermos",Mujica,Neg,,,
"Mujica dijo a sus ministros que 2012 era el año "" bisagra "" , que debía ser el año de las concreciones",Mujica,Neu,,,
"Mujica recordó los años en los que muchos productores "" quedaron por el camino """,Mujica,Neg,,,
""" es interesante y se puede estudiar "" , dijo luego Mujica",Mujica,Pos,,,
Mujica explicó que legaliza el comercio de marihuana porque quiere quitar le el mercado a los narcotraficantes,Mujica,Pos,,,
Mujica habló de la importancia de la Celac,Mujica,Pos,Neu,Pos,
""" No creo que podamos volver a un rango inflacionario de 4 % o 5 % . Pero tampoco nos vamos a pasar de este tope que tenemos "" , dijo Mujica",Mujica,Neu,,,
"Mujica dijo que "" está bien , seguirá su marcha . Es un hombre muy capaz """,Mujica,Pos,,,
""" Mañana tenemos que hablar con granjeros , cuantificar y sacar una política . Mañana el Consejo de Ministros va a ser por esto , buscar un mecanismo , ver de qué nivel de plata podemos disponer , discutir con intendentes . No existe mecanismo de seguro para este aguacero , ni existen en Uruguay . Necesitamos cierta cuantificación "" , dijo Mujica",Mujica,Neu,Neu,Neg,
""" Uno de los elementos lamentables que constatamos en el temporal anterior es que hay gente que enchastra la cancha . Miente . Gente que tenía una viña abandonada y reclamó por el granizo . Como esas cosas funcionan con espíritu burcrático , el que apunta no se embarra las patas . Ahora hay que ofrecer solidaridad "" , agregó Mujica",Mujica,Neg,,,
""" Espero que mi compañero Tabaré Vázquez sea el futuro presidente "" , aseguró Mujica",Mujica,Pos,,,
