id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,humor_rating,humor_mechanism,humor_target
tweet61,"Despiértense porquerías, si yo no voy a descansar en domingo... ustedes menos. 📢📢📢ARRIBA!",0,3,0,0,0,0,0,NULL,,
tweet62,"Llamar a tu ex llorando 

COSAS DE BORRACHOS",0,3,0,0,0,0,0,NULL,,
tweet63,Ya me empecé a sentir mal MILAGROS POR FAVOR,0,4,1,0,0,0,0,NULL,,
tweet64,4 etapas de la vida: 1- Creer en Santa Claus. 2- No creer en Santa Claus. 3- Ser Santa Claus. 4- Parecerse a Santa Claus,1,0,0,3,1,1,0,2.6,analogy,age
tweet65,"—Buenas tardes, vengo a que me haga un tatuaje.
—¿De qué?
—De tres tristes tigres tragando trigo.
—¿Dónde?
—En un trigal.",1,0,1,0,0,2,2,3.8,misunderstanding,
tweet66,"A mi no me mandes mensajitos de ""te extraño, a mi mándame ""sal, que estoy aquí"".",0,3,0,0,0,0,0,NULL,,
tweet67,.@KikoDeDiego @UDLasZocas feliz cumpleaños Míster!,0,3,0,0,0,0,0,NULL,,
tweet68,"—Mamá, me corté el dedo.
—Chúpatelo, hijo.
—No lo encuentro. 😭",1,0,1,1,2,1,0,2.6,misunderstanding,
tweet69,La realidad es dura pero se tiene que afrontar.,0,3,0,0,0,0,0,NULL,,
tweet70,Enamorado yo?... JAJAJJAJAJA que me haya comprado un blackberry porque me pidio mi pin no tiene nada que ver.,1,1,3,0,0,1,0,1.75,irony,
tweet71,-¡Policía! Dos chicas se están peleando por mí -¿Y cuál es el problema? -Es que va ganando la gorda!,1,0,7,2,11,2,2,2.5833333333333335,misunderstanding,body shaming; women
tweet72,"Jajajajajajaja xque todos me contestan ese motivo, tan obvio es todo (?😂😂😂😂",0,4,1,0,0,0,0,NULL,,
tweet73,"El amor crea tensiones, el sexo las relaja.@lunatica_hot #DALERT #sigueytesigo",0,3,0,0,0,0,0,NULL,,
tweet74,Teníamos una farmacia pero la cerramos porque no teníamos mas remedio. #fb,1,0,1,1,1,1,2,3.3333,wordplay,professions
tweet75,Miami ..refugio de los corruptos..,0,3,0,1,0,0,0,NULL,,
tweet76,House on Fire es una volada de wig que flipas. @ Alemania !!!!!!!,0,3,0,0,0,0,0,NULL,,
tweet77,"—Lo que pasa en Las Vegas, se queda en Las Vegas.
—Nunca hemos estado en Las Vegas.
—Esa es la actitud.",1,1,0,0,2,2,0,3.5,,
tweet78,"Lo bien disfrutado, jamás será olvidado.",0,3,0,0,0,0,0,NULL,,
tweet79,"""Para ser feliz, hay que tener mala memoria.""",0,3,0,0,0,0,0,NULL,,
tweet80,"#chiste ‎- ‎-¿Eres tartamudo?
No, no , no , no, pe, pen, pendejo. Hablo en remix #chistes RT.",1,0,3,7,7,1,0,2.3333333333333335,,
tweet81,Pasa una mujer y jaimito le dice: oye te dolio? -Que cosa? -Cuando te caiste del cielo! -Ay q lindo -Noo es q te quedo la cara vuelta mierd@,1,0,2,2,1,0,0,1.8,insults,body shaming; women
tweet82,Ayer no te hacía en mi vida y hoy me deshaces sonriendo.,0,3,0,0,0,0,0,NULL,,
tweet83,Error lo más peligroso de la costa es salir a correr y encontrar a @NAlejandraM  y su comitiva jaja,0,3,0,0,0,0,0,NULL,,
tweet84,¿Tu? ¿Gustarme? JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ Tengo que disimular un poco mas.,1,1,2,1,1,0,0,1.75,unmasking,self-deprecating
tweet85,Rt con el pollo asado  #PremiosFenix,0,4,1,0,0,0,0,NULL,,
tweet86,"Estaba viendo Netflix tranquilamente, hasta que recordé todo lo que tengo por hacer, ahora estoy viendo Netflix estresadamente.",1,1,0,1,3,0,0,2.75,unmasking,
tweet87,C cayó q la verga la plataforma de amino :v,0,3,0,0,0,0,0,NULL,,
tweet88,"Atlético vs Real Madrid.

Guarden este comentario.",0,3,0,0,0,0,0,NULL,,
tweet89,El mazapán absorbe el alcohol? Sean serios es para una tarea.,0,3,0,0,0,0,0,NULL,,
tweet90,"Mi amor, si me dejas me mato... Me mato una vaca, un chancho, 10 gallinas, compro 3 cajas de cerveza y hago una fiesta!",1,1,1,1,1,0,1,2.75,,
tweet91,despertarse con estos sentimientos de felicidad y de tristeza porque ya se acerca el momento.,0,3,0,0,0,0,0,NULL,,
tweet92,"— ¡Mamá Mamá! ¿la luz se traga?.
— No ¿por qué?. 
— Es que mi Papá le está diciendo a la sirvienta ""apaga la luz y trágatela toda"".",1,0,2,1,1,1,0,2.2,,
tweet93,Cuando estoy gritando en mi mente mando mensajes de whatsapp en negrita.,0,4,1,0,0,0,0,NULL,,
tweet94,"La mujer de tu vida no la vas a encontrar un sábado a las 3 a.m, perreando en una discoteca.",0,3,0,0,0,0,0,NULL,,
tweet95,"Cada vez que estoy pasando por momentos difíciles me pregunto ""¿Qué haría Jesús en ésta situación?"" Después me acuesto y me duermo tres días",1,0,1,0,4,0,0,2.6,irony,religion
tweet96,"el pecado que cometió lamujer en el paraíso debio pagar con sangre, Dios fue bondadoso y le permitió que le pagaran en cómodas cuotas pormes",1,1,3,1,0,0,0,1.25,,
tweet97,"- El otro día ví a tu suegra y .....
- ¡Alto ahí! se dice ""madre política""
- Pero si la política es una mierda.
-...",1,1,3,1,0,0,0,1.25,wordplay,family/relationships
tweet98,"#Chiste Te amo
- ¿En serio? Que casualidad!
- ¿Por qué? -Porque Yo También Me Amo ♡  #chistes RT.",1,0,2,2,0,1,0,2,absurd,
tweet99,"Escuchar reggaetón 

ES DE POBRES",0,3,0,0,0,0,0,NULL,,
tweet100,Que pena que cuando me vengas a buscar ya no esté 🤷🏼‍♂️,0,3,0,0,0,0,0,NULL,,
tweet101,"Si yo fuera presidente haria pintar la casa de gobierno de celeste , porque soy varon  #chistes #humor",1,1,2,2,0,0,0,1.5,stereotype,men
tweet102,"Hijo, Eres Gay?
- No Papá, Yo Soy Una Princesa! #XD #JAJAJA #RT",1,1,2,1,1,0,0,1.75,,
tweet103,"Yo voy por la vida intentando no lastimar a nadie con mis acciones, mientras que las personas conmigo hasta pareciera que lo hacen con ganas",0,3,0,0,0,0,0,NULL,,
tweet104,"Ésta cuenta tiene altos estándares de calidad, si algún tuit no es de su agrado, inmediatamente nos robamos otro.",1,2,1,2,0,0,0,1.6667,,
tweet105,Dos carpinteros entablando una conversación...,1,1,0,0,3,1,0,3.25,,
tweet106,"¿Tenés un mapa? -DE QUÉ? -De tus ojos, porque si no me pierdo en tu mirada - AYYY EN SERIO? -Naa era mentira, físico-político de América #XD",1,1,3,1,0,0,0,1.25,,
tweet107,"—¡A UNA MUJER JAMÁS SE LE LEVANTA LA MANO!
—Pero maestra, dijo que si teníamos dudas levantáram...
—MALDITO CERDO OPRESOR ¡VIVA LA PANOCHA!",1,0,2,3,0,0,0,1.6,exaggeration,women
tweet108,Mirar a mi mami y decir lo logramos.,0,3,0,0,0,0,0,NULL,,
tweet109,Veo rubios por todo Santiago,0,3,0,0,0,0,0,NULL,,
tweet110,Típico: Que en tu casa haya una bolsa con más bolsas dentro de ella.,0,3,0,0,0,0,0,NULL,,
tweet111,"11 pm: Jóvenes, una cervecita cortesía de la casa, provecho.

3 am: Ya vamos a cerrar jóvenes, a chingar a su madre, por favor.",0,3,1,1,0,0,0,NULL,,
tweet112,"Si una mujer te dice: ""Dime la verdad"" huye sin mirar atrás, porque ya sabe la sabe.",0,3,0,0,0,0,0,NULL,,
tweet113,"—¡¡HIJO TE COMPRE BOLETOS PARA LA PELÍCULA DEL CAPITÁN MARICA!! 

—JAJAJAJÁ es “Capitán América”, abuelo.",1,0,4,0,1,0,0,1.4,misunderstanding,
tweet114,"""Dejen de inventar frases que yo no dije, putos."" —Bob Marley.",1,0,1,2,1,0,1,2.6,absurd,
tweet115,"Yo soy Jairo,  y me banqué la dentadura #Correctivo",0,3,0,0,0,0,0,NULL,,
tweet116,"No se que dura menos, si la bateria de mi celular o yo estudiando.",1,1,2,1,1,0,0,1.75,analogy,self-deprecating
tweet117,"La gente no cambia, se comporta bien cuando quiere conseguir algo.",0,4,0,0,0,0,0,NULL,,
tweet118,Ojalá no se les cante hacer nada a estos pendejos mientras me voy a entrenar  #BestSoloBreakout #LouisTomlinson #iHeartAwards,0,3,0,0,0,0,0,NULL,,
tweet119,"Que te caigo mal? bueno, saca turno, toma asiento y espera a que me importe #XD",0,6,3,1,1,0,0,NULL,,
tweet120,"Lo bueno de tomar pastillas para dormir, es que no sientes los temblores!!",0,3,0,0,0,0,0,NULL,,
tweet121,"No puedes cambiar el pasado, pero con la actitud correcta, podrás recuperar en el futuro más de lo que perdiste en el pasado.",0,3,0,0,0,0,0,NULL,,
tweet122,Estar despierto toda la noche…lamentarlo toda la mañana…y volver hacerlo de nuevo el próximo día xD,0,3,0,1,1,0,0,NULL,,
tweet123,En cualquier momento lo bloqueo 💆🏻‍♀️🙅🏻‍♀️,0,4,0,0,0,0,0,NULL,,
tweet124,"Doctor, ¿cuanto me queda de vida? - Diez... - Diez qué? - Diez, nueve, ocho, siete... #humortico",1,1,0,1,2,0,1,3.25,exaggeration,professions
tweet125,"¿Cupido qué onda? 

¿Te hiciste un jugo con mi media naranja?",1,0,2,0,2,1,0,2.4,,
tweet126,"La vida es así, un día perdemos, al otro dejamos escapar la victoria en el último minuto.",0,3,0,0,0,0,0,NULL,,
tweet127,1er acto Muere 1 espermatozoide 2do acto Mueren 100 espermatozoides 3er acto Mueren 1000 espermatozoides¿Como se llama la obra?El Sementerio,1,0,3,1,0,0,1,2.0,wordplay,
tweet128,"Güey tengo un nombre bien chido, aprende a pronunciarlo a la verga",0,4,1,0,0,0,0,NULL,,
tweet129,No pidas a Dios que haga lo que tu quieres. Pídele que haga lo que sea correcto. -Max Lucado #Retuitealo,0,3,0,0,0,0,0,NULL,,
tweet130,"—Tengo el nombre más corto del mundo, me llamo O.
—El mío es más corto, me llamo Casio.
—Yo les gano, me llamo Nicasio.",1,0,1,1,3,0,0,2.4,,
tweet131,"No eres tú, soy yo, abre por favor...",0,3,1,0,0,0,1,NULL,,
tweet132,"—Mamá, ¿has visto la marihuana que tenía en mi cuarto? —No hijo, estoy en la cocina espantando unicornios para que no se paren en la comida.",1,1,0,2,2,0,0,2.5,unmasking,
tweet133,"—Mijo, ¿tan grande y todavía sigues viendo a Peppa la cerda?

—¡MAMÁ ESTOY HABLANDO CON MI NOVIA POR SKYPE!

—JAJA DILE QUE SALTE EN EL LODO",1,0,4,0,0,0,1,1.8,embarrassment,body shaming
tweet134,"La frase ""No eres tu, soy yo"" viene del latín ""Me Gusta Alguien Más""",1,1,1,5,2,0,0,2.125,irony,
tweet135,"— ¿Aquí es la reunión para personas impuntuales? — Ops, fue ayer.",1,0,2,0,1,2,0,2.6,exaggeration,
tweet136,leí esto y me dejo maquineando la cabeza x1000 horas maso,0,3,0,0,0,0,0,NULL,,
tweet137,Pasa cupido y me dice: OLEEEEEEEE,1,0,2,2,1,0,0,1.8,absurd,self-deprecating
tweet138,De las personas falsas yo solo quiero una cosa: ¡Distancia!,0,3,0,0,0,0,0,NULL,,
tweet139,"Si mi celular fuera tan inteligente como dicen, pondría un mini-paracaídas antes de caerse al suelo.",1,1,2,5,1,3,0,2.4545454545454546,absurd,
tweet140,Send nudes para saber si llegaste bien a tu casa.,1,2,1,2,0,0,0,1.6667,,
tweet141,"Si tu ex ya anda con otro y todavía putea contigo seguramente hacía lo mismo cuando estaban juntos, la putería a veces da y a veces quita.",0,3,0,0,0,0,0,NULL,,
tweet142,Que pasa con el wifi y el cable @TeleCentroAr desde el viernes estamos con problemas.,0,3,0,0,0,0,0,NULL,,
tweet143,"Que hermosos son esos 5 segundos en los que te levantas y no sabes ni quién eres, ni cómo te llamas, ni cuáles son tus problemas.",0,3,0,0,0,0,0,NULL,,
tweet144,Me hablo el pibe q transpiraba como un hdp en la playa el otro dia porq le pedia q ni se me acerque  y me dice nunca me cuide tanto para no👉,0,3,0,0,0,0,0,NULL,,
tweet145,"Samuel me puso ""te extraño""marcar como mensaje destacado⭐",0,3,0,0,0,0,0,NULL,,
tweet146,"Soy muy caluroso, casi que sufro de calor muchas veces pero AMO el verano. Soy el masoquismo en su más puro estado",0,3,0,0,0,0,0,NULL,,
tweet147,Ir al telo es muy de que vivís con tus viejos o sos casado y papá de 76.,0,3,0,1,0,1,0,NULL,,
tweet148,"Fui a McDonalds y el cajero me preguntó ""¿Le pongo salsa?"", dije que sí y nos pusimos a bailar mientras la gente aplaudía. Fue precioso.",1,0,1,3,0,1,0,2.2,unmasking,
tweet149,"""Amiga"" —¿Qué te pasa? —Nada —Ok ""Mejor Amiga"" —¿Qué te pasa? —Nada —¿Qué te pasa pendeja, te conozco más que nadie y sé que tienes algo.",0,3,1,0,1,0,0,NULL,,
tweet150,"Ni nacimos para estar solos, ni nacimos para estar con cualquiera.",0,3,0,0,0,0,0,NULL,,
tweet151,"Esposo: Tengo algo que decirte. Esposa:  ¡Yo también, digámoslo a la cuenta de 3... 1, 2 y 3! - ESTOY EMBARAZADA! - SOY ESTERIL!",1,0,4,1,0,0,0,1.2,,
tweet152,Te verías mejor conmigo en tu foto de perfil. 😉,0,3,0,0,0,0,0,NULL,,
tweet153,"Sos tan linda.
Ni parece 
que en cualquier
momento 
me vas a 
cagar la 
VIDA.",0,4,0,1,0,0,0,NULL,,
tweet154,Mi Espalda Me Quiere Matarrrrrrr😭😭,0,3,0,0,0,0,0,NULL,,
tweet155,"No es por presumir, pero soy buenísimo en la cama... ¡Puedo durar horas y horas durmiendo!",1,0,1,4,7,0,0,2.5,,
tweet156,Algún día les voy a contar del Boludo que desayuna café con empanadas. Ahora no porque me cago encima. Me cayó mal el café con empanadas.,1,0,3,1,1,0,0,1.6,unmasking,self-deprecating
tweet157,"No entiendo qué les cuesta a las personas escribir como se debe, ¿es que se les queman medias neuronas por hacerlo?",0,3,0,0,0,0,0,NULL,,
tweet158,"El te negro ayuda a bajar de peso, 
el te de limón cura la gripe y 
el ""te vas a la mierda"", alivia el estrés.",1,0,3,1,1,0,0,1.6,,
tweet159,Le voy a terminar comiendo todos los bombones a mami jajaja,0,4,0,0,1,0,0,NULL,,
tweet160,"El 99% de las personas q abren Twitter, lo dejan por un tiempo porque no le entienden, después regresan y se vuelven adictos. RT si te pasó.",0,3,0,0,0,0,0,NULL,,
tweet161,-Mamá - ¿Qué? - ¡Te quiero mucho! -¡No tengo dinero!.,1,0,3,1,0,1,0,1.8,,
tweet162,ya no quiero sufrir mas,0,3,0,0,0,0,0,NULL,,
tweet163,Es mejor callar y que piensen que eres un idiota a hablar y demostrarlo.,0,4,0,0,0,1,0,NULL,,
tweet164,JAJAJAJAJA SE VOLVIÓ A ESCAPAR EL CHAPO JAJAJAAJ,0,3,0,0,0,0,0,NULL,,
tweet165,Mas contenta que suegra estudiando brujería! xD,1,1,1,3,0,0,0,1.75,,
tweet166,@Nosotros_ok hagan callar a esa ignorante Deja de ser personaje para hacerlos quedar mal!,0,4,0,0,0,0,0,NULL,,
tweet167,Nada es tan estúpido como vencer. La verdadera gloria está en convencer. Victor Hugo #Retuitealo,0,3,0,0,0,0,0,NULL,,
tweet168,"¡Tengo que estudiar!, debo estudiar, debo estutir, debo stutwi, debo eswitear, debo stwitear, debo twitear... Sí ¡Debo twittear!",1,1,1,2,0,1,0,2.25,,
tweet169,"—Uy ¿Quién pidió pollo?
—Señor, deje de hacerse el pendejo y pagueme el domicilio!",1,1,4,0,0,0,0,1,,
tweet170,"No se si estamos como deberiamos de estar, pero todavía no estamos como queremos.",0,4,0,0,0,0,0,NULL,,
tweet171,Me voy acercando al que quería ser y no al qué querían que fuera. Y de eso se trata todo.,0,3,0,0,0,0,0,NULL,,
tweet172,Que rápido se ha pasado el tiempo.⏳,0,3,0,0,0,0,0,NULL,,
tweet173,Has Has Has Has Has Has Has Has Has,0,4,0,0,0,0,0,NULL,,
tweet174,siempre hay un sótano más en mi grado de responsabilidad,0,4,1,0,0,0,0,NULL,,
tweet175,"Que bien que la hicimos con ca ayer , cerrabamos el ogt y ignorabamos",0,3,0,0,0,0,0,NULL,,
tweet176,Mira si tan solo con la versión de amar pelos dois ya he muerto wiggggggg,0,3,0,0,0,0,0,NULL,,
tweet177,"LIKE si tienes frío en las 🚔 🚔

JAJAJAJAJA",0,4,1,0,0,0,0,NULL,,
tweet178,Bue taan poco me aguantan 🙄,0,4,0,0,0,0,0,NULL,,
tweet179,Muerte a las calienta huevos y a las clases de 6:30 de la mañana,0,4,1,0,0,0,0,NULL,,
tweet180,La vida da tantas vueltas,0,3,0,0,0,0,0,NULL,,
tweet181,Cuando será el día que cumpla mi promesa de dormir temprano.,0,4,0,0,1,0,0,NULL,,
tweet182,"Oye, ¿A ti te resulta difícil tomar decisiones? -Mmmm, sí y no.",1,1,3,6,3,1,1,2.357142857142857,absurd,
tweet183,"—Puta.
—¡¿QUEEÉ DIJISTE?!
—Puta sorda.",1,2,0,1,2,0,0,2.6667,insults,women
tweet184,"No sé a qué le tengo más miedo; si a volver a verte, o a no verte de nuevo.",0,3,0,1,0,0,0,NULL,,
tweet185,Mi sobrino es un meme gracias a Leslie LKM,0,3,0,0,0,0,0,NULL,,
tweet186,la gente perdida se deberian tatuar brujulas guau,1,2,1,2,0,0,0,1.6667,,
tweet187,"Jesús te ama, tu ex no.",1,1,0,1,3,0,0,2.75,embarrassment,
tweet188,Tengo que quererlo mucho como para venir a este colegio de mierda,0,3,0,0,0,0,0,NULL,,
tweet189,"Por los que peleamos con alguien, solo porque nos divierte como se enoja.. :)",0,3,1,1,0,0,0,NULL,,
tweet190,"Dios inventó las letras, el diablo los números, #YDijoElKarma vamos a combinarlos y así fue como nació el Algebra.",1,1,3,1,0,0,0,1.25,,
tweet191,gente q dice que no tienen muchos amigos en fb y salen asi خون دمار از روزگارمان درآورد,0,3,0,0,0,0,0,NULL,,
tweet192,"*en el mundo espiritual,quien busca lo q no entiende,encuentra lo q no quiere*#GretchenCuotes",0,3,0,0,0,0,0,NULL,,
tweet193,Pos donde están #CombateMx,0,4,0,0,0,0,0,NULL,,
tweet194,Lastima que no me ves,0,4,0,0,0,0,0,NULL,,
tweet195,Acá en Chihuahua ya se alcanza a ver medio muro,0,4,0,0,0,0,0,NULL,,
tweet196,"El primer beso es mágico, el segundo íntimo, el tercero rutina",0,4,0,0,0,0,0,NULL,,
tweet197,Extrañaba el follow paja.,0,3,0,0,0,0,0,NULL,,
tweet198,¡Maldita distancia! ¿Por qué el enchufe del cargador está tan lejos de mi cama? :(,1,3,2,0,3,0,0,2.2,,
tweet199,"Vamos a ver si Las SANSE...terminan SIN incidentes violentos o bochornosos,ect... VAMOS A COLABORAR!!!",0,3,0,0,0,0,0,NULL,,
tweet200,"—Hijo, Feliz navidad —Mamá, sabes que no me gusta la navidad —Ah, ¿Entonces qué hago con este iPhone 5s? —Belén, campanas de belén.",1,0,8,4,1,1,0,1.6428571428571428,,
tweet201,"Danos hoy el tweet de cada día
Perdona nuestros Unfollows",1,2,3,0,0,0,0,1,parody,religion
tweet202,@Aitana_ot2017 yo para seguir viviendo necesito saber si eres de tortilla con cebolla o sin!!!,0,4,0,0,0,0,0,NULL,,
tweet203,-Ayer hice el amor con 3 americanas! -Si? vaya... y que tal? -Me las tuve que quitar... un calor... #fb,1,1,0,1,2,1,0,3.0,wordplay,
tweet204,"Eres una droga natural, de tu dosis yo quiero probar...🎶",0,3,0,0,0,0,0,NULL,,
tweet205,A veces me pregunto si @APOLONIAPORN se masturba pensando en ella misma.?,0,3,0,0,0,0,0,NULL,,
